ATCOCode,CommonName,Street,NptgLocalityCode,LocalityName,GridType,Longitude,Latitude,StopType,BusStopType,TimingStatus,Status
1980SN120357,Claremont Crescent,Regent's Park Road,E0042004,Millbrook,UKOS,-1.44145,50.91669,BCT,MKD,OTH,active
1980SN120360,King Edward Avenue,Oakley Road,E0042019,Shirley Park,UKOS,-1.44235,50.92201,BCT,MKD,OTH,active
1980SN120292,Dimond Road,Oak Tree Road,N0073216,Bitterne Park,UKOS,-1.37345,50.93121,BCT,MKD,OTH,active
1980SN120293,Dimond Road,Oak Tree Road,N0073216,Bitterne Park,UKOS,-1.3728,50.93144,BCT,MKD,OTH,active
1980SN120294,Cobden Avenue,St Catherine's Road,N0073216,Bitterne Park,UKOS,-1.37462,50.9236,BCT,MKD,OTH,active
1980SN120295,Wellington Road,Oak Tree Road,N0073216,Bitterne Park,UKOS,-1.37529,50.92928,BCT,MKD,OTH,active
1980SN120312,Wellington Road,Oak Tree Road,N0073216,Bitterne Park,UKOS,-1.37552,50.92903,BCT,MKD,OTH,active
1980SN120296,Bond Road,St Catherine's Road,N0073216,Bitterne Park,UKOS,-1.37447,50.92544,BCT,MKD,OTH,active
1980SN120297,Northfield Road,Woodmill Lane,N0073216,Bitterne Park,UKOS,-1.368,50.93169,BCT,MKD,OTH,active
1980SNA90956,Northfield Road,Woodmill Lane,N0073216,Bitterne Park,UKOS,-1.36757,50.93158,BCT,CUS,OTH,inactive
1980SN120300,Bowden Lane,Portswood Road,E0042013,Portswood,UKOS,-1.38519,50.92914,BCT,MKD,OTH,active
1980SN120289,Bowden Lane,Portswood Road,E0042013,Portswood,UKOS,-1.38528,50.92976,BCT,MKD,OTH,active
1980SN120284,Sainsbury,Portswood Road,E0042013,Portswood,UKOS,-1.38874,50.92759,BCT,MKD,OTH,active
1980SN120285,Sainsbury,Portswood Road,E0042013,Portswood,UKOS,-1.39008,50.92715,BCT,MKD,OTH,active
1980SN120290,Hop Inn,Woodmill Lane,N0073216,Bitterne Park,UKOS,-1.37003,50.93286,BCT,MKD,OTH,active
1980SN120291,Hop Inn,Oak Tree Road,N0073216,Bitterne Park,UKOS,-1.37072,50.93266,BCT,MKD,OTH,active
1980SN120315,Witts Hill Shops,Witts Hill,E0042002,Midanbury,UKOS,-1.36423,50.92618,BCT,MKD,OTH,active
1980SN120316,Witts Hill Shops,Witts Hill,E0042002,Midanbury,UKOS,-1.36409,50.92593,BCT,MKD,OTH,active
1980SN120319,Community Centre,Meggeson Avenue,N0073221,Townhill Park,UKOS,-1.35937,50.93066,BCT,MKD,OTH,active
1980SN120320,Community Centre,Meggeson Avenue,N0073221,Townhill Park,UKOS,-1.35901,50.93041,BCT,CUS,OTH,inactive
1980SN120326,South Mill Road,South Mill Road,E0042004,Millbrook,UKOS,-1.4472,50.91631,BCT,MKD,OTH,active
1980SN120309,Triangle,The Triangle,N0073216,Bitterne Park,UKOS,-1.37611,50.92433,BCT,MKD,OTH,active
1980SN120308,Triangle,Manor Farm Road,N0073216,Bitterne Park,UKOS,-1.3759,50.92477,BCT,MKD,OTH,active
1980SN120310,Triangle,The Triangle,N0073216,Bitterne Park,UKOS,-1.37719,50.92435,BCT,MKD,OTH,active
1980SN120311,Nursery Road,Nursery Road,N0073216,Bitterne Park,UKOS,-1.37676,50.92739,BCT,MKD,OTH,active
1980SN120313,Ashtree Road,St Catherine's Road,N0073216,Bitterne Park,UKOS,-1.37557,50.92692,BCT,MKD,OTH,active
1980SN120314,Cornwall Road,Woodmill Lane,N0073221,Townhill Park,UKOS,-1.3655,50.92868,BCT,MKD,OTH,active
1980SNA90957,Cornwall Road,Woodmill Lane,N0073221,Townhill Park,UKOS,-1.36561,50.9293,BCT,CUS,OTH,inactive
1980SN120790,Mon Crescent,Bitterne Road East,E0042030,Thornhill Park,UKOS,-1.34508,50.91457,BCT,MKD,OTH,active
1980SN120792,Mon Crescent,Bitterne Road East,E0042030,Thornhill Park,UKOS,-1.34554,50.91466,BCT,MKD,OTH,active
1980SN120806,Gainsborough Close,Botley Road B3033,E0042023,Sholing,UKOS,-1.34502,50.895,BCT,MKD,OTH,active
1980SN120826,Gainsborough Close,Botley Road B3033,E0042023,Sholing,UKOS,-1.34703,50.89451,BCT,MKD,OTH,inactive
1980SN120774,Broadwater Road,Forest Hills Drive,N0073216,Bitterne Park,UKOS,-1.36557,50.93451,BCT,MKD,OTH,active
1980SNA90954,Broadwater Road,Forest Hills Drive,N0073216,Bitterne Park,UKOS,-1.3657,50.9344,BCT,CUS,OTH,inactive
1980SN120775,River Walk,Forest Hills Drive,N0073216,Bitterne Park,UKOS,-1.37016,50.93355,BCT,MKD,OTH,active
1980SNA90955,River Walk,Forest Hills Drive,N0073216,Bitterne Park,UKOS,-1.37008,50.93351,BCT,CUS,OTH,inactive
1980SN120779,Thornhill Avenue,Thornhill Park Road,E0042030,Thornhill Park,UKOS,-1.33513,50.9147,BCT,MKD,OTH,active
1980SN120778,Thornhill Avenue,Thornhill Park Road,E0042030,Thornhill Park,UKOS,-1.33454,50.91482,BCT,MKD,OTH,active
1980SN120780,Post Office,Thornhill Park Road,E0042030,Thornhill Park,UKOS,-1.3387,50.91456,BCT,MKD,OTH,active
1980SN120789,Post Office,Thornhill Park Road,E0042030,Thornhill Park,UKOS,-1.3378,50.91465,BCT,MKD,OTH,active
1980SN120828,Sullivan Road,Sullivan Road,E0042023,Sholing,UKOS,-1.33931,50.90081,BCT,MKD,OTH,active
1980SN120814,Sullivan Road,Sullivan Road,E0042023,Sholing,UKOS,-1.33933,50.90119,BCT,MKD,OTH,active
1980SN120824,Valentine Avenue,Botley Road,E0042023,Sholing,UKOS,-1.34102,50.89616,BCT,MKD,OTH,inactive
1980SN120825,Valentine Avenue,Botley Road,E0042023,Sholing,UKOS,-1.34098,50.89611,BCT,MKD,OTH,active
1980SN121034,Botley Road,Portsmouth Road A3025,E0042023,Sholing,UKOS,-1.34718,50.8938,BCT,MKD,OTH,active
1980SN120827,Botley Road,Portsmouth Road A3025,E0042023,Sholing,UKOS,-1.34931,50.89423,BCT,MKD,OTH,active
1980SN120829,St Marys Cemetery,Portsmouth Road,E0042023,Sholing,UKOS,-1.353,50.8948,BCT,MKD,OTH,active
1980SN120844,St Marys Cemetery,Portsmouth Road,E0042023,Sholing,UKOS,-1.35297,50.8949,BCT,MKD,OTH,active
1980SN120838,Redbridge School,A33 Redbridge Road,E0042016,Redbridge,UKOS,-1.46571,50.92114,BCT,MKD,OTH,active
1980SN120839,Parkside Avenue,Redbridge Road,E0042016,Redbridge,UKOS,-1.46132,50.91926,BCT,MKD,OTH,active
1980SN120842,Parkside Avenue,Redbridge Road,E0042016,Redbridge,UKOS,-1.46228,50.91942,BCT,MKD,OTH,active
1980SN120819,Montague Close,Montague Avenue,E0042023,Sholing,UKOS,-1.33562,50.89991,BCT,MKD,OTH,active
1980SN120818,Montague Close,Montague Avenue,E0042023,Sholing,UKOS,-1.33572,50.89998,BCT,MKD,OTH,active
1980SN120820,Montague Avenue,Botley Road,E0042023,Sholing,UKOS,-1.33478,50.89788,BCT,MKD,OTH,active
1980SN120821,Montague Avenue,Botley Road,E0042023,Sholing,UKOS,-1.33338,50.89819,BCT,MKD,OTH,active
1980SN120823,Delius Avenue,Botley Road,E0042023,Sholing,UKOS,-1.33664,50.89731,BCT,MKD,OTH,active
1980SN120822,Delius Avenue,Botley Road,E0042023,Sholing,UKOS,-1.33751,50.89713,BCT,MKD,OTH,active
1980SN120739,Portsmouth Road,Butt's Road,E0042023,Sholing,UKOS,-1.35243,50.89604,BCT,MKD,OTH,active
1980SN120740,Portsmouth Road,Butt's Road,E0042023,Sholing,UKOS,-1.35323,50.89528,BCT,MKD,OTH,active
1980SN120742,The Gardeners Arms,Newtown Road,N0073222,Weston,UKOS,-1.35362,50.89086,BCT,MKD,OTH,active
1980SN120741,The Gardeners Arms,Newtown Road,N0073222,Weston,UKOS,-1.35335,50.89064,BCT,MKD,OTH,active
1980SN120744,Scott Road,Weston Lane,N0073222,Weston,UKOS,-1.3632,50.89094,BCT,CUS,OTH,active
1980SN120743,Scott Road,Weston Lane,N0073222,Weston,UKOS,-1.36377,50.89081,BCT,CUS,OTH,inactive
1980SN120747,Barnfield Road,Weston Lane,N0073222,Weston,UKOS,-1.3683,50.88949,BCT,MKD,OTH,active
1980SN120732,Weston Lane,Wright's Hill,N0073222,Weston,UKOS,-1.35966,50.89423,BCT,MKD,OTH,active
1980SN120731,Weston Lane,Wright's Hill,N0073222,Weston,UKOS,-1.35913,50.89419,BCT,MKD,OTH,active
1980SN120734,Weston Junior School,Weston Lane,N0073222,Weston,UKOS,-1.35957,50.89354,BCT,CUS,OTH,active
1980SN120733,Weston Junior School,Weston Lane,N0073222,Weston,UKOS,-1.3593,50.89388,BCT,CUS,OTH,inactive
1980SN120735,Laxton Close,Upper Weston Lane,E0042023,Sholing,UKOS,-1.35534,50.89472,BCT,MKD,OTH,active
1980SN120736,Laxton Close,Upper Weston Lane,E0042023,Sholing,UKOS,-1.35584,50.89457,BCT,MKD,OTH,active
1980SN120737,Weston Infant School,Newtown Road,N0073222,Weston,UKOS,-1.35594,50.89258,BCT,MKD,OTH,active
1980SN120738,Weston Infant School,Newtown Road,N0073222,Weston,UKOS,-1.35587,50.89246,BCT,MKD,OTH,active
1980SN120748,Squires Walk,Weston Lane,N0073222,Weston,UKOS,-1.37043,50.88857,BCT,MKD,OTH,active
1980SN120758,Chamberlayne Park School,Tickleford Drive,N0073222,Weston,UKOS,-1.35778,50.88693,BCT,MKD,OTH,inactive
1980SN120759,Clements,Tickleford Drive,N0073222,Weston,UKOS,-1.35799,50.88655,BCT,MKD,OTH,inactive
1980SN120677,Millers Pond,Station Road,E0042037,Woolston,UKOS,-1.3604,50.89756,BCT,MKD,OTH,active
1980SN120764,Millers Pond,Station Road,E0042037,Woolston,UKOS,-1.36045,50.89749,BCT,MKD,OTH,active
1980SN120766,Kingsland Market,Kingsway,N0080456,St Marys,UKOS,-1.39742,50.90472,BCT,MKD,OTH,active
1980SN120643,Kingsland Market,Kingsway,N0080456,St Marys,UKOS,-1.39793,50.90557,BCT,MKD,OTH,active
1980SN120773,Pinefield Road,Meggeson Avenue,N0073221,Townhill Park,UKOS,-1.36239,50.93265,BCT,MKD,OTH,active
1980SN120171,Pinefield Road,Hillgrove Road,N0073221,Townhill Park,UKOS,-1.36243,50.93292,BCT,MKD,OTH,inactive
1980SNA90953,Pinefield Road,Meggeson Avenue,N0073221,Townhill Park,UKOS,-1.36249,50.93264,BCT,CUS,OTH,inactive
1980SN120751,Kingsclere Close,Kingsclere Avenue,N0073222,Weston,UKOS,-1.36713,50.88872,BCT,MKD,OTH,active
1980SN120752,Kipling Court,Wallace Road,N0073222,Weston,UKOS,-1.36612,50.88893,BCT,MKD,OTH,active
1980SN120753,International Way,Kingsclere Avenue,N0073222,Weston,UKOS,-1.36797,50.88671,BCT,MKD,OTH,active
1980SN120754,Poulner Close,Kingsclere Avenue,N0073222,Weston,UKOS,-1.36169,50.88793,BCT,MKD,OTH,active
1980SN120755,Winchfield Close,Kingsclere Avenue,N0073222,Weston,UKOS,-1.36014,50.88722,BCT,MKD,OTH,active
1980SN120756,Drayton Close,Kingsclere Avenue,N0073222,Weston,UKOS,-1.36146,50.88597,BCT,MKD,OTH,active
1980SN120757,Fullerton Close,Kingsclere Avenue,N0073222,Weston,UKOS,-1.36322,50.88539,BCT,MKD,OTH,active
1980SN120978,St Mary's School Only,Golden Grove,N0080456,St Marys,UKOS,-1.39399,50.9057,BCT,MKD,OTH,inactive
1980SN120623,East Street,Queensway,N0077117,Southampton City Centre,UKOS,-1.40082,50.90229,BCT,MKD,OTH,active
1980SN120622,East Street,Queensway,N0077117,Southampton City Centre,UKOS,-1.40103,50.90209,BCT,MKD,OTH,inactive
1980SN120983,Conifer Road,Olive Road,E0041964,Aldermoor,UKOS,-1.44266,50.93744,BCT,MKD,OTH,inactive
1980SN120981,Conifer Road,Olive Road,E0041964,Aldermoor,UKOS,-1.44292,50.93747,BCT,MKD,OTH,active
1980SN120986,Warren Avenue,Coxford Road,E0042020,Shirley Warren,UKOS,-1.43958,50.9339,BCT,MKD,OTH,active
1980SN120985,Warren Avenue,Coxford Road,E0042020,Shirley Warren,UKOS,-1.43996,50.93379,BCT,MKD,OTH,active
1980SN120961,High Firs Road,North East Road,N0073220,Thornhill,UKOS,-1.3479,50.90755,BCT,CUS,OTH,inactive
1980SN120962,High Firs Road,North East Road,N0073220,Thornhill,UKOS,-1.34726,50.90781,BCT,CUS,OTH,inactive
1980SN120963,Drove Road,North East Road,N0073220,Thornhill,UKOS,-1.35059,50.90613,BCT,MKD,OTH,inactive
1980SN120964,Spike Islander,North East Road,E0042023,Sholing,UKOS,-1.35569,50.90265,BCT,MKD,OTH,inactive
1980SN120965,Pangbourne Close,North East Road,E0042023,Sholing,UKOS,-1.35418,50.9039,BCT,MKD,OTH,inactive
1980SN120966,Pangbourne Close,North East Road,E0042023,Sholing,UKOS,-1.35406,50.90408,BCT,MKD,OTH,active
1980SN120967,Fir Tree Way,North East Road,N0073220,Thornhill,UKOS,-1.34992,50.90656,BCT,CUS,OTH,inactive
1980SN120988,Birch Road,Coxford Road,E0042000,Maybush,UKOS,-1.44405,50.93331,BCT,MKD,OTH,active
1980SN120989,Birch Road,Coxford Road,E0042000,Maybush,UKOS,-1.44408,50.93321,BCT,MKD,OTH,active
1980SNA09226,Richmond Road,Richmond Road,E0041986,Freemantle,UKOS,-1.43179,50.91336,BCT,MKD,OTH,active
1980SN120P08,Richmond Road,Richmond Road,E0041986,Freemantle,UKOS,-1.42933,50.91327,BCT,MKD,OTH,active
1980SN120P09,York Road,Foundry Lane,E0042004,Millbrook,UKOS,-1.43248,50.91603,BCT,MKD,OTH,active
1980SN120P10,Imperial Avenue,English Road,E0041986,Freemantle,UKOS,-1.43503,50.91828,BCT,MKD,OTH,active
1980SN120P11,Hollybrook Avenue,Dale Valley Road,E0042020,Shirley Warren,UKOS,-1.42818,50.93372,BCT,MKD,OTH,active
1980SNA90929,Hollybrook Avenue,Dale Valley Road,E0042020,Shirley Warren,UKOS,-1.42806,50.93402,BCT,MKD,OTH,active
1980SN120P12,Grafton Gardens,Coxford Road,E0041997,Lordswood,UKOS,-1.42494,50.94258,BCT,HAR,OTH,active
1980SNA09239,Dunvegan Drive,Dunvegan Drive,N0073217,Lord's Hill,UKOS,-1.42595,50.94618,BCT,HAR,OTH,active
1980SN120P13,Dunvegan Drive,Dunvegan Drive,N0073217,Lord's Hill,UKOS,-1.42944,50.946,BCT,HAR,OTH,active
1980SN120998,Mountpark,Wide Lane,E0042028,Swaythling,UKOS,-1.36887,50.94532,BCT,MKD,OTH,active
1980SN120999,Mountpark,Wide Lane,E0042028,Swaythling,UKOS,-1.3691,50.94484,BCT,MKD,OTH,active
1980SN120P05,Stafford Road,Howard Road,E0042018,Shirley,UKOS,-1.42144,50.91484,BCT,HAR,OTH,active
1980SN120656,Radstock Road,Bridge Road,E0042037,Woolston,UKOS,-1.37763,50.89963,BCT,MKD,OTH,active
1980SN120657,Radstock Road,Bridge Road,E0042037,Woolston,UKOS,-1.37782,50.89951,BCT,MKD,OTH,active
1980SN120880,Peartree Church,Peartree Avenue,E0042010,Peartree,UKOS,-1.37475,50.9043,BCT,MKD,OTH,active
1980SN120881,Kings Park Road,Brunswick Place,E0041969,Bedford Place,UKOS,-1.40236,50.91075,BCT,MKD,OTH,active
1980SNA90908,Kings Park Road,Brunswick Place,E0041969,Bedford Place,UKOS,-1.4027,50.91091,BCT,CUS,OTH,active
1980SN122001,Staplehurst Close,Tickleford Drive,N0073222,Weston,UKOS,-1.35469,50.88825,BCT,MKD,OTH,inactive
1980SN120883,Staplehurst Close,Tickleford Drive,N0073222,Weston,UKOS,-1.355,50.88801,BCT,MKD,OTH,inactive
1980SN120884,Bath Close,Bath Road,E0041975,Bitterne,UKOS,-1.35111,50.91417,BCT,CUS,OTH,inactive
1980SN120885,Sanctuary Close,Bath Road,E0041975,Bitterne,UKOS,-1.35356,50.91269,BCT,CUS,OTH,inactive
1980SN12885A,Bath Road,Bath Road,E0041975,Bitterne,UKOS,-1.35363,50.91271,BCT,MKD,OTH,inactive
1980SN120891,St Annes Convent School,Carlton Road,E0041969,Bedford Place,UKOS,-1.40618,50.9145,BCT,MKD,OTH,active
1980SN120510,St Annes Convent School,Carlton Road,E0041969,Bedford Place,UKOS,-1.40638,50.9146,BCT,MKD,OTH,active
1980SN120841,Millbrook Roundabout,A33,E0042004,Millbrook,UKOS,-1.45876,50.91786,BCT,MKD,OTH,active
1980SN120840,Millbrook Roundabout,Millbrook Roundabout,E0042004,Millbrook,UKOS,-1.45739,50.91785,BCT,MKD,OTH,active
1980SN120431,Midanbury Lane,Bitterne Road West,E0041975,Bitterne,UKOS,-1.37089,50.91693,BCT,MKD,OTH,active
1980SN120870,Midanbury Lane,Bitterne Road West,E0041975,Bitterne,UKOS,-1.37053,50.91699,BCT,MKD,OTH,active
1980SN120871,Lance's Hill,Bitterne Road,E0041975,Bitterne,UKOS,-1.36414,50.91521,BCT,MKD,OTH,active
1980SN12921C,Lance's Hill,Lances Hill,E0041975,Bitterne,UKOS,-1.36242,50.91465,BCT,MKD,OTH,active
1980SN120898,Shirley Avenue,St Jame's Road,E0042031,Upper Shirley,UKOS,-1.42605,50.92414,BCT,MKD,OTH,active
1980SN120239,Shirley Avenue,Upper Shirley Avenue,E0042031,Upper Shirley,UKOS,-1.42576,50.9244,BCT,MKD,OTH,active
1980SN120920,Richard Taunton College,Bellemoor Road,E0042031,Upper Shirley,UKOS,-1.41787,50.92736,BCT,MKD,OTH,active
1980SN120246,Richard Taunton College,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41566,50.9266,BCT,MKD,OTH,active
1980SN120244,Richard Taunton College,Bellemoor Road,E0042031,Upper Shirley,UKOS,-1.41665,50.9273,BCT,MKD,OTH,active
1980SN120245,Richard Taunton College,Hill Lane,E0042031,Upper Shirley,UKOS,-1.41606,50.9278,BCT,MKD,OTH,active
1980SN120950,Alexandra Road,Hill Lane,E0042018,Shirley,UKOS,-1.41555,50.91128,BCT,MKD,OTH,active
1980SN120951,Alexandra Road,Hill Lane,E0042018,Shirley,UKOS,-1.4157,50.91175,BCT,MKD,OTH,active
1980SN120953,Holy Family School,Mansel Road West,E0042000,Maybush,UKOS,-1.46661,50.93203,BCT,MKD,OTH,inactive
1980SN120954,Holy Family School,Mansel Road West,E0042000,Maybush,UKOS,-1.46654,50.93207,BCT,MKD,OTH,inactive
1980SN120900,Elmsleigh Gardens,Glen Eyre Road,E0041967,Bassett,UKOS,-1.3999,50.93871,BCT,MKD,OTH,active
1980SN120126,Elmsleigh Gardens,Glen Eyre Road,E0041967,Bassett,UKOS,-1.3997,50.93857,BCT,MKD,OTH,active
1980SN120696,St Andrews Church,Butt's Road,E0042023,Sholing,UKOS,-1.34863,50.89878,BCT,MKD,OTH,inactive
1980SN120695,St Andrews Church,Butt's Road,E0042023,Sholing,UKOS,-1.34972,50.89806,BCT,MKD,OTH,active
1980SN120911,St Andrews Church,South East Road,E0042023,Sholing,UKOS,-1.34974,50.89869,BCT,CUS,OTH,active
1980SN120912,Bisley Court,Butt's Road,E0042023,Sholing,UKOS,-1.35014,50.89761,BCT,MKD,OTH,active
1980SN120603,Byron Road,Hinkler Road,N0073220,Thornhill,UKOS,-1.34078,50.90814,BCT,MKD,OTH,active
1980SN120605,Byron Road,Hinkler Road,N0073220,Thornhill,UKOS,-1.34044,50.9083,BCT,MKD,OTH,active
1980SN120606,Tatwin Crescent,Hinkler Road,N0073220,Thornhill,UKOS,-1.33676,50.9091,BCT,MKD,OTH,active
1980SN120604,Tatwin Crescent,Hinkler Road,N0073220,Thornhill,UKOS,-1.33794,50.90884,BCT,MKD,OTH,active
1980SN120608,Medwall Green,Hinkler Road,N0073220,Thornhill,UKOS,-1.33507,50.90882,BCT,MKD,OTH,active
1980SN120607,Medwall Green,Hinkler Road,N0073220,Thornhill,UKOS,-1.33411,50.90804,BCT,MKD,OTH,active
1980SN120709,Chettle Road,Warburton Road,N0073220,Thornhill,UKOS,-1.33277,50.90657,BCT,MKD,OTH,active
1980SN120609,Chettle Road,Warburton Road,N0073220,Thornhill,UKOS,-1.33278,50.90683,BCT,MKD,OTH,active
1980SN120614,Ellis Road,Hinkler Road,N0073220,Thornhill,UKOS,-1.32915,50.90765,BCT,MKD,OTH,active
1980SN120615,Ellis Road,Hinkler Road,N0073220,Thornhill,UKOS,-1.32905,50.90778,BCT,MKD,OTH,active
1980SN120598,Hinkler Road,Bursledon Road,E0042023,Sholing,UKOS,-1.34361,50.90721,BCT,MKD,OTH,active
1980SN120599,Springwell School,Hinkler Road,N0073220,Thornhill,UKOS,-1.34264,50.90748,BCT,MKD,OTH,active
1980SN120600,Springwell School,Hinkler Road,N0073220,Thornhill,UKOS,-1.34253,50.90745,BCT,MKD,OTH,active
1980SN120601,Hinkler Road,Bursledon Road,N0073220,Thornhill,UKOS,-1.34217,50.90666,BCT,MKD,OTH,active
1980SN120602,Bursledon Road,Kathleen Road,E0042023,Sholing,UKOS,-1.34307,50.90639,BCT,MKD,OTH,active
1980SNA19479,Bursledon Road,Kathleen Road,E0042023,Sholing,UKOS,-1.34339,50.90632,BCT,MKD,OTH,active
1980SN120654,Ailsa Lane,Bridge Road,E0042010,Peartree,UKOS,-1.37671,50.90173,BCT,MKD,OTH,active
1980SN120655,Ailsa Lane,Bridge Road,E0042010,Peartree,UKOS,-1.37639,50.902,BCT,MKD,OTH,active
1980SN12658B,Bridge Link Road,Cooper's Lane,E0042037,Woolston,UKOS,-1.37717,50.89817,BCT,MKD,OTH,active
1980SN120659,Bridge Link Road,Cooper's Lane,E0042037,Woolston,UKOS,-1.37727,50.89827,BCT,MKD,OTH,active
1980SN12658A,Bridge Link Road,Cooper's Lane,E0042037,Woolston,UKOS,-1.37717,50.89826,BCT,MKD,OTH,active
1980SN120660,Johns Road,Portsmouth Road,E0042037,Woolston,UKOS,-1.37839,50.89808,BCT,MKD,OTH,active
1980SN120661,Johns Road,Portsmouth Road,E0042037,Woolston,UKOS,-1.37839,50.89798,BCT,MKD,OTH,active
1980SN120627,National Express stop,Queensway,E0042014,Queens Park,UKOS,-1.40154,50.89854,BCT,MKD,OTH,inactive
1980SN120632,Briton Street,Queensway,E0042014,Queens Park,UKOS,-1.40141,50.89831,BCT,MKD,OTH,active
1980HA120630,Friary House,Briton Street,E0042014,Queens Park,UKOS,-1.40333,50.8981,BCT,MKD,OTH,inactive
1980HA120621,Friary House,Briton Street,E0042014,Queens Park,UKOS,-1.40223,50.89795,BCT,MKD,OTH,active
1980SN120634,Richmond Street,Threefield Lane,N0080456,St Marys,UKOS,-1.39774,50.90043,BCT,CUS,OTH,active
1980SN120653,Itchen Bridge,Saltmarsh Road,E0041979,Chapel,UKOS,-1.39239,50.89839,BCT,MKD,OTH,active
1980SN120652,Itchen Bridge,A3025 Itchen Bridge,E0041979,Chapel,UKOS,-1.39107,50.89882,BCT,MKD,OTH,active
1980SNA19739,Itchen Bridge,Albert Road North,E0041979,Chapel,UKOS,-1.39145,50.89955,BCT,MKD,OTH,active
1980SNA90892,Itchen Bridge,Central Bridge,E0041979,Chapel,UKOS,-1.39327,50.8989,BCT,MKD,OTH,active
1980SN120564,Freemantle Common,Peartree Avenue,E0041975,Bitterne,UKOS,-1.36547,50.91232,BCT,MKD,OTH,active
1980SN120563,Freemantle Common,Peartree Avenue,E0041975,Bitterne,UKOS,-1.36635,50.9114,BCT,MKD,OTH,active
1980SN120565,Westwood House,Peartree Avenue,E0042010,Peartree,UKOS,-1.36902,50.90942,BCT,MKD,OTH,active
1980SN120566,Westwood House,Peartree Avenue,E0042010,Peartree,UKOS,-1.36977,50.90909,BCT,MKD,OTH,active
1980SNA90866,Westbrook Court,Bassett Green Road,E0041967,Bassett,UKOS,-1.39906,50.94927,BCT,MKD,OTH,active
1980SNA90969,Westbrook Court,Bassett Green Road,E0041967,Bassett,UKOS,-1.39993,50.94963,BCT,MKD,OTH,active
1980SNA90867,Millbank,William Street,E0042008,Northam,UKOS,-1.3814,50.91054,BCT,CUS,OTH,inactive
1980SNA90869,Victoria Street,Belvidere Road,E0042008,Northam,UKOS,-1.3884,50.9072,BCT,CUS,OTH,inactive
1980SNA90868,Victoria Street,Belvidere Road,E0042008,Northam,UKOS,-1.38847,50.9073,BCT,CUS,OTH,inactive
1980SNA90871,William Street,Millbank Street,E0042008,Northam,UKOS,-1.38543,50.91017,BCT,MKD,OTH,inactive
1980SN121050,Greenways,Stoneham Lane,E0042028,Swaythling,UKOS,-1.37925,50.94383,BCT,MKD,OTH,active
1980SNA90872,Greenways,Stoneham Lane,E0042028,Swaythling,UKOS,-1.37913,50.94434,BCT,MKD,OTH,active
1980SNA40502,Sutherland Road,Rownhams Road North,N0073217,Lord's Hill,UKOS,-1.45146,50.94325,BCT,MKD,OTH,active
1980SNA40503,Sutherland Road,Rownhams Road North,N0073217,Lord's Hill,UKOS,-1.45132,50.94325,BCT,MKD,OTH,active
1980SNA90873,Oxford Street,Bernard Street,N0077117,Southampton City Centre,UKOS,-1.39974,50.89921,BCT,CUS,OTH,active
1980SNA90889,Oxford Street,Bernard Street,N0077117,Southampton City Centre,UKOS,-1.4005,50.89946,BCT,MKD,OTH,active
1980SNA90874,West Quay Coach Stop,Harbour Parade,N0077117,Southampton City Centre,UKOS,-1.41094,50.90567,BCT,CUS,OTH,inactive
1980SNA90876,Cantell School,Violet Road,E0041967,Bassett,UKOS,-1.39921,50.9413,BCT,MKD,OTH,active
1980SNA90877,Adelaide Health Centre,Access Only Road,E0042019,Shirley Park,UKOS,-1.44749,50.92498,BCT,MKD,OTH,inactive
1980SNA90883,Rowan Court,Cobden Avenue,N0073216,Bitterne Park,UKOS,-1.37292,50.92249,BCT,MKD,OTH,inactive
1980SNA90885,Centenary Quay,John Thorneycroft Road,E0042037,Woolston,UKOS,-1.38142,50.89559,BCT,MKD,OTH,active
1980SNA90886,Centenary Quay,John Thorneycroft Road,E0042037,Woolston,UKOS,-1.38182,50.89503,BCT,MKD,OTH,active
1980SNA90887,Palm Road,Rownhams Road,E0042000,Maybush,UKOS,-1.44729,50.93535,BCT,MKD,OTH,inactive
1980SNA90888,Palm Road,Rownhams Road,E0042000,Maybush,UKOS,-1.44698,50.93566,BCT,MKD,OTH,inactive
1980SNA90891,Terminus Terrace,Marsh Lane,N0080456,St Marys,UKOS,-1.39586,50.90077,BCT,MKD,OTH,active
1980SNA90895,Dale Valley Road,Dale Valley Road,E0042020,Shirley Warren,UKOS,-1.42645,50.93549,BCT,MKD,OTH,active
1980SNA90928,Dale Valley Road,Dale Valley Road,E0042020,Shirley Warren,UKOS,-1.42666,50.93543,BCT,MKD,OTH,active
1980SNA90897,Luton Road,Drove Road,E0042023,Sholing,UKOS,-1.34934,50.90507,BCT,CUS,OTH,active
1980SNA90898,Cobbett Road,Cobden Avenue,N0073216,Bitterne Park,UKOS,-1.37104,50.92165,BCT,CUS,OTH,inactive
1980SNA90899,Cobbett Road,Cobden Avenue,N0073216,Bitterne Park,UKOS,-1.3715,50.92189,BCT,CUS,OTH,inactive
1980SNA19473,Brentwood Crescent,Litchfield Road,N0073221,Townhill Park,UKOS,-1.36039,50.92805,BCT,MKD,OTH,active
1980SNA90902,United Reformed Church,Cobden Avenue,N0073216,Bitterne Park,UKOS,-1.37488,50.92326,BCT,CUS,OTH,active
1980SN120129,Begonia Road,Violet Road,E0041968,Bassett Green,UKOS,-1.39552,50.94021,BCT,CUS,OTH,inactive
1980SNA90903,Begonia Road,Violet Road,E0041968,Bassett Green,UKOS,-1.39498,50.94016,BCT,MKD,OTH,inactive
